INCIDENT_CAUSE,CLAIM_STATUS,ODOMETER_AT_LOSS,LOSS_EVENT_TIME,CLAIM_INIT_TIME,POLICE_REPORT,CLAIMS_AT_LOSS_DATE,LOSS_LOCATION_LAT,LOSS_LOCATION_LONG,CLAIM_AMOUNT,FLAG_FOR_FRAUD_INV,START_DATE,EXPIRY_DATE,MODEL_YEAR,MAKE,MODEL,INITIAL_ODOMETER,LOW_MILEAGE_USE,COMMUTE_DISCOUNT,EXCESSIVE_CLAIM_AMOUNT
1,3,98440.5,2018-10-08,10/15/18,0,1,41.89674551,-87.63702944,3346.5,0,10/15/17,10/15/18,2009,Chevrolet,Malibu,93090,1,0,0
3,3,215608,2018-08-20,8/30/18,1,1,41.68539921,-87.61124747,18457.5,0,7/22/17,7/22/18,2008,Ford,Escape,214908,0,0,1
3,3,147014.6,2016-06-08,6/8/16,1,1,41.99701459,-87.81041348,2440,0,11/4/15,11/3/16,2010,Ford,F-150,140040,0,0,0
1,1,70340.3,2016-05-27,6/3/16,1,2,41.93127854,-87.75737779,33330,1,11/19/15,11/18/16,2009,GMC,Terrain,65604,1,0,1
1,1,329274.9,2017-06-29,7/13/17,1,1,41.84804957,-87.70529466,22440,1,8/3/16,8/3/17,2001,Dodge,Durango,319980,0,0,1
3,1,386204.8,2017-10-28,11/7/17,1,1,41.86736269,-87.6392932,30670,1,6/23/16,6/23/17,1998,Dodge,Charger,384396,0,0,1
1,1,131464.5,2017-11-27,11/29/17,1,2,41.87534439,-87.6633849,22011,1,6/12/16,6/12/17,2011,Nissan,Rogue,120192,0,0,1
1,3,258212,2017-10-17,10/28/17,0,1,41.69655382,-87.6090418,3231.5,0,2/22/16,2/21/17,2006,Dodge,Charger,245604,0,0,0
3,1,198984,2017-04-01,4/12/17,0,5,41.94103256,-87.72655279,2010,1,11/27/16,11/27/17,2007,Honda,CR-V,196908,0,0,0
4,3,146934.5,2018-11-06,11/6/18,1,1,41.96803936,-87.74028389,1020,0,1/7/17,1/7/18,2011,Toyota,Highlander,142200,0,0,0
5,3,210110.4,2018-02-08,2/14/18,0,1,41.74351584,-87.65855367,2060,0,5/10/17,5/10/18,2008,Dodge,Ram,205320,0,0,0
1,3,130550.1,2018-03-31,4/6/18,0,1,41.82336424,-87.67418596,2700,0,11/5/17,11/5/18,2013,Toyota,Tundra,117048,0,0,0
5,3,178289.7,2017-06-06,6/17/17,0,1,41.83804345,-87.72574496,2967,0,5/13/16,5/13/17,2009,Toyota,Highlander,165540,0,1,0
2,3,52294.1,2016-03-22,3/24/16,0,1,41.87073773,-87.72041743,2590,0,9/20/15,9/19/16,2014,Ford,F-150,47592,0,0,0
3,3,335121,2018-01-01,1/2/18,0,2,41.79330455,-87.72432934,2550,0,5/25/17,5/25/18,2004,Chevrolet,Equinox,323124,0,1,0
5,1,199785.6,2018-05-21,6/1/18,1,2,41.95029931,-87.72625431,21530,1,4/17/17,4/17/18,2000,Ford,Mustang,191700,1,0,1
1,1,119953.7,2016-04-14,4/24/16,1,1,41.8366502,-87.6558393,29960,1,11/22/15,11/21/16,2011,Toyota,Corolla,107940,0,0,1
2,3,119978.3,2016-11-12,11/12/16,0,1,41.87641197,-87.65685532,2420,0,4/10/15,4/9/16,2011,Volkswagen,Jetta,105120,0,1,0
3,1,287762.9,2016-12-30,1/13/17,1,1,41.75877663,-87.59553081,31980,1,11/18/15,11/17/16,2003,Jeep,Compass,274404,0,0,1
2,3,302054.1,2017-03-24,4/5/17,0,2,41.74250705,-87.56959648,1500,0,5/25/16,5/25/17,2004,Toyota,Rav-4,294372,0,0,0
2,3,153700.1,2017-09-16,9/26/17,0,1,41.96860115,-87.70405343,1680,0,8/4/16,8/4/17,2009,Jeep,Grand Cherokee,148896,0,0,0
1,1,114307.8,2017-07-07,7/9/17,1,1,41.77863843,-87.73380828,30015,1,4/10/16,4/10/17,2011,Honda,CR-V,111996,0,0,1
3,3,186150.9,2016-05-02,5/9/16,1,1,41.66334431,-87.62197855,1030,0,11/25/15,11/24/16,2008,Cadillac,XT5,175200,0,0,0
3,3,145273.3,2016-04-26,5/8/16,0,1,41.74186459,-87.73966907,2725.5,0,6/22/15,6/21/16,2009,BMW,X5,132636,0,0,0
1,3,157835.7,2017-07-25,8/7/17,0,1,41.92933201,-87.71237288,16040,0,4/6/16,4/6/17,2010,Nissan,Rogue,147276,0,0,1
5,4,122705,2018-12-03,12/3/18,1,1,41.798054,-87.70353796,37380,1,5/19/17,5/19/18,2012,Kia,Soul,115848,0,0,1
2,3,124151.5,2018-06-20,6/28/18,1,2,41.75306195,-87.59948303,2090,0,11/26/17,11/26/18,2012,Jeep,Compass,120012,0,0,0
1,3,22756.4,2017-12-06,12/11/17,0,1,41.93977619,-87.63865432,2970,0,9/2/16,9/2/17,2016,Ford,F-150,18348,0,0,0
4,3,209957.6,2018-02-04,2/12/18,0,2,41.82361373,-87.62571011,1670,0,6/26/17,6/26/18,2008,Acura,MDX,206772,0,0,0
5,3,382844.8,2016-09-15,9/26/16,0,1,41.85287759,-87.61380888,1230,0,2/16/15,2/16/16,1998,Honda,Odyssey,373680,0,0,0
1,1,422792.1,2018-06-10,6/11/18,0,1,41.78693165,-87.64511245,34160,1,3/2/17,3/2/18,1997,Ford,Expedition,413028,0,0,1
3,3,259674.7,2017-02-25,3/3/17,0,1,41.77113275,-87.57169163,2560,0,7/18/16,7/18/17,2003,Toyota,Rav-4,256392,0,0,0
3,3,147349.3,2017-08-23,8/26/17,1,1,41.69846607,-87.71343165,1380,0,8/24/16,8/24/17,2010,Chevrolet,Colorado,143016,0,0,0
1,3,50931.7,2018-06-04,6/15/18,0,1,41.87928785,-87.64967929,1288,0,3/8/17,3/8/18,2016,Ford,F-150,43584,0,0,0
5,3,190225.7,2017-12-17,12/26/17,1,2,41.97908858,-87.68507235,1150,0,8/7/16,8/7/17,2008,Chevrolet,Impala,188808,0,0,0
5,3,272119.8,2018-02-24,3/9/18,1,1,41.87565854,-87.62440494,2560,0,2/9/17,2/9/18,2005,Cadillac,XT5,260124,0,0,0
5,1,240753.5,2016-12-23,1/3/17,1,4,41.77057869,-87.61553541,37869.5,1,9/15/15,9/14/16,2005,Ford,Escape,232188,0,0,1
5,1,127346.5,2017-11-18,11/22/17,1,1,41.8648905,-87.67634267,25320,1,7/24/16,7/24/17,2011,Nissan,Rogue,116580,0,1,1
2,3,189012.9,2017-12-11,12/23/17,0,1,41.69201739,-87.67320262,2340,0,5/15/16,5/15/17,2007,Ford,Explorer,187428,0,0,0
1,1,55748.4,2018-07-01,7/13/18,1,1,41.79463883,-87.63226705,33360,1,4/14/17,4/14/18,2013,Chevrolet,Malibu,47520,1,0,1
1,3,263171,2017-12-03,12/6/17,1,1,41.88914494,-87.62943658,2970,0,5/23/16,5/23/17,2003,Ford,Focus,260904,0,0,0
5,1,175335,2018-05-25,6/5/18,1,1,41.89143226,-87.75200761,27520,1,6/6/17,6/6/18,2003,Audi,Q5,165240,1,0,1
1,1,147273.5,2017-08-01,8/9/17,0,5,41.73677557,-87.60354803,2040,1,11/10/16,11/10/17,2002,Ford,Edge,142020,1,1,0
2,3,46993.2,2017-02-16,2/17/17,1,1,41.75466012,-87.74138476,1090,0,10/7/16,10/7/17,2015,Nissan,Rogue,43320,0,0,0
1,3,255679.4,2018-04-02,4/9/18,0,3,41.72692495,-87.66023154,1120,0,5/10/17,5/10/18,2006,Acura,MDX,242148,0,0,0
1,3,122033.3,2017-07-15,7/20/17,0,1,41.88692445,-87.62571231,1180,0,4/20/16,4/20/17,2012,Kia,Sportage,111300,0,1,0
3,3,289082,2018-07-12,7/25/18,0,1,41.70719854,-87.61416259,1280,0,1/24/17,1/24/18,2005,Chevrolet,Camaro,276156,0,0,0
2,3,223509.5,2017-09-27,9/28/17,0,1,41.90243796,-87.62359866,2230,0,8/19/16,8/19/17,2006,Acura,MDX,219552,0,0,0
1,1,146132.5,2018-04-30,5/3/18,1,3,42.01807519,-87.66583922,23370,1,7/18/17,7/18/18,2012,Honda,CR-V,132312,0,0,1
5,3,131021.8,2017-08-31,9/7/17,1,1,41.93273975,-87.64243739,3070.5,0,9/5/16,9/5/17,2011,Jeep,Cherokee,123324,0,0,0
5,3,238591.1,2017-09-17,9/30/17,1,1,41.75829349,-87.62468287,1860,0,3/23/16,3/23/17,2006,Dodge,Ram,223848,0,0,0
3,1,210488.1,2017-11-03,11/5/17,1,1,41.92765122,-87.77083553,33640,1,10/1/16,10/1/17,2008,Nissan,Frontier,202608,0,0,1
1,3,223844.5,2018-01-31,2/4/18,0,1,41.98661416,-87.66471962,2450,0,1/9/17,1/9/18,2007,Nissan,Sentra,212652,0,0,0
5,3,304660.4,2017-01-07,1/12/17,0,1,41.94218017,-87.77981891,1210,0,8/16/16,8/16/17,2004,Kia,Forte,302496,0,0,0
3,1,231549.7,2016-04-17,4/17/16,0,1,41.80787826,-87.7142872,19100,1,10/22/15,10/21/16,2005,Chevrolet,Tahoe,229944,0,0,1
5,1,47995.5,2017-11-10,11/22/17,0,1,41.97228597,-87.68917799,39192,1,7/3/16,7/3/17,2015,Jeep,Wrangler,36288,0,0,1
5,4,148361.8,2018-12-29,1/11/19,0,2,41.99761869,-87.68993948,36670,1,6/24/17,6/24/18,2011,Kia,Sportage,137916,0,0,1
5,3,157911.7,2017-09-19,10/1/17,0,1,41.90939375,-87.77160833,1242,0,1/3/16,1/2/17,2010,Ford,Expedition,147552,0,0,0
4,3,112332.7,2018-09-20,9/22/18,0,1,41.87385159,-87.70116353,2070,0,2/1/17,2/1/18,2013,Toyota,Tacoma,97452,0,0,0
1,1,158389.2,2017-08-03,8/12/17,0,1,41.9905322,-87.69925788,19960,1,10/12/16,10/12/17,2009,Toyota,Rav-4,148452,0,0,1
3,3,330944.6,2018-04-16,4/23/18,0,4,41.87290507,-87.71577827,2240,0,9/1/17,9/1/18,2004,Jeep,Cherokee,323628,0,0,0
3,3,96194.6,2016-02-12,2/18/16,0,3,41.97975779,-87.66685579,1368.5,0,5/17/15,5/16/16,2012,Jeep,Wrangler,83520,0,0,0
3,1,158250.2,2016-04-15,4/28/16,0,2,41.87618617,-87.67667397,2900,1,5/16/15,5/15/16,2008,Ford,E-Series,144672,0,0,0
1,1,212712.4,2018-10-23,10/27/18,1,1,41.83030051,-87.67513202,17250,1,9/13/17,9/13/18,2008,Toyota,Camry,208692,0,1,1
1,3,113784.5,2016-10-27,11/3/16,1,1,41.76843541,-87.66619662,16070,0,2/8/15,2/8/16,2011,Chevrolet,Express,108720,0,1,1
1,1,134384.3,2018-10-04,10/16/18,0,4,41.90156995,-87.62805068,2320,1,10/1/17,10/1/18,2011,Volkswagen,Jetta,132384,0,0,0
1,1,154668.1,2016-11-09,11/20/16,0,6,41.75467175,-87.6151843,23270,1,11/18/15,11/17/16,2009,BMW,X5,146496,0,0,1
5,3,215695.2,2016-11-16,11/28/16,0,2,41.99494702,-87.67559118,2800,0,6/22/15,6/21/16,2007,Nissan,Rogue,213624,0,0,0
5,3,243752.9,2018-02-02,2/9/18,0,1,41.99661244,-87.76388952,1207.5,0,1/3/17,1/3/18,2007,Chevrolet,Silverado,230820,0,0,0
5,3,288559.8,2017-12-13,12/25/17,0,3,41.84569191,-87.70398667,2210,0,10/2/16,10/2/17,2005,Toyota,Camry,282072,0,0,0
1,3,333193,2017-08-22,8/25/17,0,1,41.98379071,-87.65676037,2870,0,8/27/16,8/27/17,1999,Jeep,Wrangler,330252,0,0,0
3,1,179727.1,2018-10-01,10/4/18,0,2,41.70836456,-87.53664293,32150,1,10/16/17,10/16/18,2009,Chevrolet,Equinox,167100,0,0,1
2,1,276095.7,2016-06-16,6/17/16,0,4,41.89247371,-87.6369618,2840,1,10/16/15,10/15/16,2004,Toyota,4Runner,267264,0,0,0
3,3,176085.3,2016-12-06,12/18/16,0,1,41.84595344,-87.68562033,2360,0,9/6/15,9/5/16,2007,Ford,Edge,169344,0,0,0
1,1,48924.8,2017-05-16,5/30/17,0,1,41.94603713,-87.67867776,23241.5,1,2/15/16,2/14/17,2015,Chevrolet,Malibu,43824,0,0,1
1,3,170098.8,2016-12-14,12/17/16,0,1,41.86651389,-87.7057336,3013,0,1/23/15,1/23/16,2008,Toyota,Rav-4,167424,0,0,0
2,3,329389.3,2016-05-29,6/4/16,0,1,41.8725215,-87.71702791,1300,0,8/26/15,8/25/16,1999,Subaru,Legacy,319056,0,0,0
3,2,410733.3,2018-12-22,1/1/19,0,2,41.75034044,-87.6731969,1480,0,3/3/17,3/3/18,2001,Honda,Odyssey,397032,0,0,0
2,1,119553.1,2018-06-20,6/23/18,0,1,41.78297618,-87.68661845,24564,1,8/26/17,8/26/18,2012,Toyota,4Runner,118452,0,0,1
5,1,140775.2,2016-02-26,2/28/16,1,5,41.7933845,-87.71832373,34971.5,1,9/28/15,9/27/16,2009,Mercedes,GLC,136164,0,0,1
3,1,282572,2018-07-06,7/10/18,1,1,42.01217058,-87.69017889,29740,1,9/13/17,9/13/18,2005,Kia,Forte,268440,0,0,1
5,3,298680.3,2018-06-24,7/5/18,0,1,41.88784576,-87.62474279,2730,0,3/17/17,3/17/18,2002,Chevrolet,Silverado,291840,0,0,0
1,3,149676.5,2018-11-28,12/12/18,0,4,41.70736526,-87.61757384,1730,0,2/20/17,2/20/18,2012,Chevrolet,Traverse,136812,0,1,0
5,1,183067.6,2018-04-10,4/13/18,0,1,41.92451644,-87.64857943,2070,1,3/7/17,3/7/18,2009,Hyundai,Tucson,174300,0,0,0
1,3,72474,2018-07-27,8/9/18,0,1,41.89903322,-87.62801021,1370,0,3/6/17,3/6/18,2015,Lexus,RX,57888,0,0,0
4,3,99939.5,2017-12-06,12/15/17,1,1,41.74342733,-87.63218113,2360,0,5/10/16,5/10/17,2013,GMC,Sierra,88212,0,0,0
5,3,43884.3,2018-10-10,10/17/18,0,1,41.80069675,-87.67707648,2720,0,4/8/17,4/8/18,2016,Chevrolet,Trax,39768,0,0,0
5,1,249100.5,2018-09-08,9/12/18,1,2,41.9754754,-87.65969701,32300,1,7/7/17,7/7/18,2005,Chevrolet,Traverse,243084,0,0,1
5,1,113337.4,2017-05-20,6/2/17,1,3,41.86973384,-87.64388867,40820,1,9/20/16,9/20/17,2007,Chevrolet,Equinox,107580,1,0,1
2,3,307948.5,2016-04-16,4/27/16,1,1,41.91148031,-87.80570726,2970,0,11/19/15,11/18/16,2001,Ford,F-150,299700,0,0,0
1,1,111764.5,2017-10-23,10/23/17,0,2,41.9423199,-87.6396318,21447.5,1,4/22/16,4/22/17,2012,Dodge,Grand Caravan,102948,0,0,1
2,3,211344,2016-04-29,5/2/16,1,3,41.89496867,-87.62939918,2390,0,4/20/15,4/19/16,2006,Ford,F-150,196440,0,0,0
2,3,37555.3,2018-01-19,1/31/18,0,1,41.78631361,-87.69373919,2553,0,6/25/17,6/25/18,2015,Subaru,Outback,29478,1,0,0
5,1,50208.6,2018-05-30,6/5/18,1,1,41.81669772,-87.61972258,31270,1,7/2/17,7/2/18,2013,Ford,Explorer,47610,1,0,1
1,3,110573.1,2016-01-25,2/2/16,0,3,41.73568058,-87.66442317,2470,0,9/11/15,9/10/16,2011,Toyota,Corolla,99420,0,0,0
2,3,45590.9,2017-03-13,3/27/17,0,1,41.94296486,-87.68832147,1725,0,9/5/16,9/5/17,2015,Jeep,Compass,36072,0,0,0
1,1,77063.6,2016-05-08,5/10/16,0,1,41.98291879,-87.7644046,39997,1,7/15/15,7/14/16,2010,Subaru,XV Crosstrek,63288,1,0,1
4,3,55268,2017-12-20,12/27/17,1,1,41.95037027,-87.70806697,2196.5,0,4/22/16,4/22/17,2015,Mercedes,E class,43032,0,0,0
2,3,271995.6,2017-10-06,10/6/17,0,5,41.78732836,-87.63193686,1770,0,11/19/16,11/19/17,2005,GMC,Acadia,268128,0,0,0
1,1,173970,2016-02-26,3/9/16,0,1,41.87795561,-87.77443116,17951.5,1,7/24/15,7/23/16,2008,Hyundai,Elantra,160800,0,0,1
1,1,123282.5,2016-06-25,6/28/16,0,1,41.76585804,-87.59598843,42021,1,7/3/15,7/2/16,2011,Toyota,Rav-4,111780,0,0,1
3,3,208666.4,2017-05-03,5/12/17,1,1,41.78159509,-87.65567067,2600,0,8/18/16,8/18/17,2007,Dodge,Grand Caravan,204144,0,0,0
4,3,52304,2018-07-08,7/19/18,0,5,41.924942,-87.6874964,2507,0,6/12/17,6/12/18,2016,Chevrolet,Malibu,42960,0,0,0
5,3,164412.2,2016-05-19,5/20/16,0,1,41.95370551,-87.73255098,1880,0,10/3/15,10/2/16,2007,Jeep,Wrangler,163512,0,0,0
1,3,216841.1,2017-02-23,2/24/17,1,1,41.70944207,-87.72088659,3208.5,0,3/12/16,3/12/17,2008,Ford,F-150,204984,0,0,0
2,3,489145.2,2018-07-04,7/15/18,0,1,41.92791992,-87.7465929,3128,0,11/19/17,11/19/18,1996,Mazda,CX-5,479688,0,0,0
5,3,97254.6,2018-05-10,5/22/18,1,1,41.97146136,-87.65545469,2580,0,5/1/17,5/1/18,2014,Subaru,Outback,88992,0,0,0
1,1,67509.3,2018-04-18,4/20/18,0,2,41.93640721,-87.7061727,2852,1,5/13/17,5/13/18,2015,Jeep,Cherokee,65124,0,0,0
5,3,155196.7,2016-11-06,11/19/16,0,2,41.81686515,-87.59868884,2500,0,8/11/15,8/10/16,2009,Ford,Escape,149268,0,1,0
1,2,203821.9,2018-12-04,12/7/18,1,1,41.90290483,-87.69673176,1970,0,5/12/17,5/12/18,2009,Toyota,Rav-4,189768,0,0,0
3,1,319284,2018-07-05,7/13/18,0,3,41.86748292,-87.6304928,38306.5,1,4/13/17,4/13/18,2005,Chevrolet,Tahoe,306576,0,0,1
1,1,365896.8,2018-03-12,3/13/18,1,1,41.8768543,-87.7450002,34650,1,10/22/17,10/22/18,2002,Subaru,Outback,357240,0,0,1
3,1,171574.7,2018-03-17,3/23/18,1,1,41.7661952,-87.56290818,19320,1,11/8/17,11/8/18,2010,Volkswagen,Jetta,160344,0,0,1
3,3,189257.3,2017-01-05,1/11/17,0,1,41.69223013,-87.66156571,1300,0,2/21/16,2/20/17,2008,Buick,Encore,177276,0,0,0
1,1,253050.4,2018-05-21,5/22/18,1,4,41.77125266,-87.72515807,38065,1,3/27/17,3/27/18,2005,Chevrolet,Trax,239424,0,0,1
2,1,78638.7,2018-10-14,10/23/18,1,1,41.73504969,-87.71669832,28750,1,6/7/17,6/7/18,2015,Ford,Explorer,64668,0,0,1
3,3,354487.7,2018-08-30,9/1/18,1,1,41.99773384,-87.69605085,2081.5,0,11/23/17,11/23/18,2001,Nissan,Pathfinder,345972,0,0,0
3,3,155465,2016-08-21,9/3/16,1,5,41.73680282,-87.58569767,1970,0,2/10/15,2/10/16,2009,Toyota,Camry,150192,0,0,0
3,3,225648.9,2018-11-13,11/22/18,0,1,41.78033444,-87.6164031,2370,0,2/10/17,2/10/18,2008,Toyota,Camry,212400,0,0,0
2,3,281628.9,2016-02-16,2/18/16,1,1,41.7713311,-87.61171136,2840,0,4/17/15,4/16/16,2004,Toyota,Highlander,275760,0,0,0
5,1,129513.7,2017-04-16,4/20/17,1,1,41.76360211,-87.63598659,26620,1,7/9/16,7/9/17,2012,Ford,Explorer,116904,0,0,1
2,3,146703.4,2018-08-21,8/23/18,1,4,41.89127568,-87.64923605,1030,0,3/17/17,3/17/18,2011,Chevrolet,Suburban,139608,0,0,0
2,3,99934.2,2016-11-13,11/15/16,0,3,41.81312066,-87.62146205,1900,0,10/28/15,10/27/16,2012,Chevrolet,Malibu,92688,0,0,0
2,1,98074.6,2017-06-04,6/17/17,0,3,41.93956558,-87.64910715,38590,1,2/6/16,2/5/17,2013,Hyundai,Elantra,86736,0,0,1
1,3,367010.8,2016-10-26,11/7/16,0,2,41.86753904,-87.64505885,1670,0,10/28/15,10/27/16,2000,Jeep,Cherokee,366144,0,0,0
3,1,225976.8,2018-03-28,4/10/18,0,6,41.80418911,-87.61960509,17870,1,7/26/17,7/26/18,2008,Jeep,Cherokee,214056,0,0,1
2,3,223651.8,2018-05-13,5/21/18,1,1,41.90240687,-87.6239196,1630,0,9/20/17,9/20/18,2006,Chevrolet,Silverado,219720,0,0,0
1,3,127783.4,2016-11-22,11/26/16,0,1,41.93216123,-87.70381587,1780,0,2/26/15,2/26/16,2010,Ford,Fusion,113400,0,0,0
5,3,79569.9,2016-12-27,12/31/16,0,2,41.86403564,-87.61929707,2670,0,5/22/15,5/21/16,2009,Dodge,Journey,75432,1,0,0
5,3,117607.8,2017-03-13,3/19/17,0,1,41.85837259,-87.62735617,1300,0,9/8/16,9/8/17,2012,Ford,F-150,113664,0,0,0
5,3,222050.3,2018-09-11,9/23/18,1,1,41.88585584,-87.76313103,1150,0,5/4/17,5/4/18,2009,Chevrolet,Tahoe,211896,0,0,0
1,3,119962.9,2016-07-26,8/3/16,1,1,41.90304122,-87.63018768,1510,0,8/27/15,8/26/16,2010,Buick,Enclave,111456,0,0,0
5,3,180271.3,2016-02-21,3/2/16,0,1,41.80753346,-87.74300342,2590,0,4/13/15,4/12/16,2007,Dodge,Grand Caravan,171504,0,0,0
3,1,60390.6,2016-04-28,5/2/16,0,1,41.80094198,-87.58763679,33522.5,1,6/28/15,6/27/16,2013,Chevrolet,Impala,54288,0,0,1
1,4,86241.4,2018-12-09,12/12/18,1,1,41.88463208,-87.62224799,33620,1,11/15/17,11/15/18,2014,Dodge,Grand Caravan,74064,0,0,1
4,3,172507.5,2017-10-09,10/14/17,0,1,41.96056026,-87.76975387,1860,0,11/9/16,11/9/17,2009,Hyundai,Sonata,163308,0,0,0
5,4,135437.8,2018-12-14,12/26/18,0,1,41.94200702,-87.8361443,20690,1,3/6/17,3/6/18,2012,Chevrolet,Tahoe,133632,0,0,1
4,3,60975.7,2018-01-02,1/10/18,0,4,41.97779527,-87.68937178,1140,0,9/14/17,9/14/18,2013,Dodge,Grand Caravan,53250,1,0,0
5,1,115432.6,2016-05-18,6/1/16,1,1,41.93918261,-87.72876044,20970,1,6/13/15,6/12/16,2011,Nissan,Rogue,105600,0,0,1
1,3,510425.5,2018-11-16,11/23/18,1,1,41.88323592,-87.63549044,1667.5,0,1/1/17,1/1/18,1995,Hyundai,Santa Fe,506304,0,0,0
4,1,220335.2,2018-06-06,6/19/18,1,1,41.8339635,-87.67552159,32180,1,4/10/17,4/10/18,2007,Toyota,Corolla,208788,0,0,1
2,1,144651.1,2016-01-24,1/28/16,1,1,41.93696044,-87.74666652,32730,1,9/10/15,9/9/16,2010,Ford,F-150,133128,0,0,1
4,3,360005,2018-09-02,9/7/18,0,1,41.93755113,-87.71258015,2277,0,5/25/17,5/25/18,2001,Chevrolet,Cruze,348024,0,0,0
4,1,165205.6,2018-03-07,3/17/18,1,4,41.96190166,-87.76497264,19440,1,7/9/17,7/9/18,2011,Nissan,Versa,155184,0,0,1
3,1,131206.4,2018-01-19,1/26/18,1,3,41.88223721,-87.6205506,39280,1,8/21/17,8/21/18,2012,Honda,Pilot,117660,0,0,1
4,3,135390.6,2017-05-17,5/27/17,0,8,41.94267692,-87.74105701,3277.5,0,3/25/16,3/25/17,2011,GMC,Sierra,127032,0,0,0
1,1,250322.4,2018-08-17,8/23/18,1,1,41.87676066,-87.74529167,2510,1,8/13/17,8/13/18,2008,Nissan,Rogue,238800,0,0,0
4,1,259723.9,2016-09-08,9/11/16,0,1,41.72657824,-87.62248031,33520,1,5/5/15,5/4/16,2004,Hyundai,Elantra,247968,0,0,1
3,3,163769.5,2016-01-14,1/24/16,0,1,41.85970513,-87.65324505,2640,0,7/6/15,7/5/16,2009,Mazda,CX-5,149688,0,0,0
1,3,237346.5,2018-11-02,11/7/18,0,6,41.80953478,-87.59245022,1680,0,8/6/17,8/6/18,2008,GMC,Sierra,225684,0,1,0
1,3,48674.1,2018-09-09,9/10/18,0,1,41.93184668,-87.71224885,1110,0,11/24/17,11/24/18,2016,Mercedes,GLE,37896,0,0,0
3,1,136771.9,2017-03-22,4/2/17,1,3,41.76548541,-87.62183435,38510,1,2/26/16,2/25/17,2011,Toyota,Rav-4,129336,0,0,1
5,1,111169.1,2016-08-10,8/10/16,1,2,41.83329377,-87.61685734,33030,1,9/16/15,9/15/16,2011,Buick,Enclave,101580,0,0,1
3,1,122602.8,2018-02-19,2/23/18,1,2,41.7712227,-87.74191039,47679,1,8/3/17,8/3/18,2012,Chevrolet,Equinox,120252,0,0,1
2,1,214246.4,2017-05-04,5/4/17,0,1,41.87346742,-87.72051086,2110,1,7/14/16,7/14/17,2008,Toyota,Tacoma,200436,0,0,0
1,3,96568.9,2017-05-10,5/14/17,0,1,41.79053041,-87.7232329,2150,0,11/5/16,11/5/17,2013,Hyundai,Elantra,82752,0,0,0
1,1,88222.5,2016-12-13,12/24/16,0,1,41.75923094,-87.55959822,30340,1,1/6/15,1/6/16,2012,Ford,Explorer,73968,0,0,1
4,2,246760.8,2018-12-27,1/3/19,0,1,42.01943672,-87.69002764,2334.5,0,9/19/17,9/19/18,2007,Hyundai,Santa Fe,234576,0,0,0
3,1,70039.6,2017-08-23,9/3/17,1,3,41.92049827,-87.76600543,36685,1,1/14/16,1/13/17,2014,Toyota,Tundra,67932,0,0,1
3,3,165870.2,2016-12-29,1/3/17,0,3,41.88679622,-87.62656228,2100,0,9/16/15,9/15/16,2009,Chevrolet,Equinox,159264,0,0,0
3,3,95166,2017-07-23,7/25/17,1,1,41.8819272,-87.63250751,2242.5,0,5/18/16,5/18/17,2013,Chevrolet,Suburban,85776,0,0,0
2,3,79479.4,2017-05-21,5/25/17,0,1,41.88743254,-87.61771557,2140,0,7/19/16,7/19/17,2013,Subaru,Forester,77064,0,0,0
4,3,82513.7,2017-02-18,3/3/17,0,1,41.88135321,-87.66591594,1400,0,2/20/16,2/19/17,2013,Mercedes,GLC,78588,0,0,0
3,3,101224.9,2017-08-06,8/12/17,0,1,41.85136497,-87.72984816,1276.5,0,8/20/16,8/20/17,2007,Nissan,Rogue,98124,1,0,0
2,3,169185.1,2017-12-15,12/17/17,0,1,41.89483115,-87.62431004,1860,0,3/12/16,3/12/17,2009,Acura,MDX,164448,0,0,0
1,1,154557.8,2018-04-08,4/20/18,1,1,41.99036758,-87.69307212,29630,1,1/1/17,1/1/18,2011,Honda,Civic,142212,0,0,1
5,1,147662.5,2018-01-26,2/2/18,0,1,41.75884531,-87.57262383,27580,1,3/2/17,3/2/18,2011,GMC,Sierra,137496,0,0,1
2,3,47422.8,2016-10-23,10/30/16,0,1,41.71615887,-87.53783852,2830,0,11/6/15,11/5/16,2014,Hyundai,Sonata,39840,0,0,0
5,1,119915.8,2016-10-17,10/19/16,1,1,41.88158651,-87.65224725,24220,1,6/9/15,6/8/16,2010,Chevrolet,Traverse,109008,0,0,1
3,3,141545.1,2017-07-26,8/7/17,1,1,41.93920157,-87.72704151,2950,0,3/22/16,3/22/17,2004,Toyota,Prius,135486,1,0,0
3,1,144713.2,2016-05-13,5/25/16,1,1,41.90976453,-87.7433763,32560,1,2/17/15,2/17/16,2009,Jeep,Grand Cherokee,141792,0,0,1
5,1,333078.5,2018-04-15,4/15/18,1,1,41.80784315,-87.71419373,28400,1,6/19/17,6/19/18,2003,Ford,F-150,332196,0,0,1
5,1,50663.3,2017-10-19,10/20/17,1,1,41.93058901,-87.78431318,21590,1,5/23/16,5/23/17,2015,Buick,Enclave,45048,0,0,1
2,3,110672.5,2018-03-12,3/12/18,0,1,41.86242823,-87.72520294,1280,0,10/3/17,10/3/18,2006,Jeep,Grand Cherokee,109920,1,0,0
5,1,44111.1,2018-04-12,4/15/18,1,1,41.76539483,-87.57718461,32090,1,10/9/17,10/9/18,2016,Dodge,Ram,41784,0,0,1
